Application_ID,Student_ID,Company_ID,Applied_Date,Source,Status
A1554,S462,C038,2025-11-05,Internshala,Shortlisted
A1555,S112,C084,2025-06-17,Company Website,Applied
A1556,S454,C079,2025-05-01,Naukri,Selected
A1557,S446,C006,2025-10-18,Company Website,Interview
A1558,S175,C043,2025-03-03,Company Website,Applied
A1559,S230,C049,2025-02-10,Internshala,Applied
A1560,S171,C064,2025-11-30,Company Website,Rejected
A1561,S397,C088,2025-10-22,Internshala,Selected
A1562,S406,C100,2025-11-30,Internshala,Applied
A1563,S029,C076,2025-04-16,Internshala,Interview
A1564,S135,C023,2025-12-19,Naukri,Shortlisted
A1565,S394,C029,2025-08-03,LinkedIn,Selected
A1566,S186,C093,2025-03-22,Internshala,Selected
A1567,S113,C064,2025-08-29,Company Website,Selected
A1568,S162,C062,2025-03-30,Internshala,Applied
A1569,S179,C017,2025-05-01,Internshala,Shortlisted
A1570,S449,C075,2025-08-02,LinkedIn,Shortlisted
A1571,S168,C070,2025-06-19,Naukri,Applied
A1572,S337,C098,2025-10-14,LinkedIn,Shortlisted
A1573,S478,C046,2025-09-25,LinkedIn,Rejected
A1574,S416,C067,2025-12-19,Company Website,Selected
A1575,S371,C062,2025-12-15,Naukri,Shortlisted
A1576,S143,C067,2025-09-02,Referral,Shortlisted
A1577,S151,C059,2025-11-04,Referral,Rejected
A1578,S159,C034,2025-03-27,Company Website,Selected
A1579,S072,C086,2025-12-12,Naukri,Shortlisted
A1580,S357,C003,2025-12-13,Company Website,Selected
A1581,S077,C033,2025-03-31,Company Website,Shortlisted
A1582,S285,C033,2025-08-31,Internshala,Applied
A1583,S488,C050,2025-01-21,Referral,Applied
A1584,S260,C085,2025-11-15,Referral,Applied
A1585,S182,C035,2025-04-25,Company Website,Shortlisted
A1586,S424,C076,2025-07-18,Referral,Interview
A1587,S420,C008,2025-05-01,LinkedIn,Applied
A1588,S456,C046,2025-11-30,Company Website,Selected
A1589,S308,C096,2025-03-14,Referral,Applied
A1590,S098,C041,2025-06-10,Company Website,Shortlisted
A1591,S421,C009,2025-03-14,Company Website,Shortlisted
A1592,S314,C085,2025-05-23,Internshala,Shortlisted
A1593,S386,C061,2025-11-16,Internshala,Shortlisted
A1594,S422,C002,2025-10-09,Referral,Selected
A1595,S090,C042,2025-02-20,Naukri,Interview
A1596,S123,C060,2025-02-20,Internshala,Interview
A1597,S099,C009,2025-08-05,Naukri,Shortlisted
A1598,S277,C026,2025-10-24,Company Website,Selected
A1599,S245,C005,2025-10-14,Referral,Applied
A1600,S334,C056,2025-04-08,Naukri,Applied
A1601,S202,C012,2025-07-02,Company Website,Rejected
A1602,S012,C018,2025-11-09,Internshala,Rejected
A1603,S325,C004,2025-12-12,Referral,Rejected
A1604,S087,C038,2025-01-01,Naukri,Applied
A1605,S344,C083,2025-09-29,Company Website,Applied
A1606,S114,C085,2025-07-14,Company Website,Rejected
A1607,S468,C057,2025-02-12,Internshala,Applied
A1608,S103,C074,2025-03-09,Company Website,Rejected
A1609,S288,C037,2025-04-27,Naukri,Selected
A1610,S379,C090,2025-08-31,Naukri,Interview
A1611,S195,C071,2025-12-20,Naukri,Selected
A1612,S390,C084,2025-01-05,Company Website,Rejected
A1613,S208,C085,2025-07-12,Internshala,Interview
A1614,S050,C026,2025-05-15,Company Website,Selected
A1615,S294,C009,2025-10-11,LinkedIn,Applied
A1616,S453,C028,2025-03-24,Internshala,Selected
A1617,S170,C079,2025-12-20,LinkedIn,Applied
A1618,S280,C012,2025-01-21,Referral,Selected
A1619,S012,C062,2025-09-24,Referral,Applied
A1620,S101,C029,2025-04-10,Naukri,Selected
A1621,S381,C091,2025-11-22,Naukri,Rejected
A1622,S418,C032,2025-10-25,Internshala,Applied
A1623,S186,C048,2025-09-04,Company Website,Interview
A1624,S462,C082,2025-01-19,LinkedIn,Selected
A1625,S272,C034,2025-10-22,LinkedIn,Rejected
A1626,S075,C077,2025-06-11,Naukri,Applied
A1627,S495,C021,2025-06-21,Internshala,Rejected
A1628,S410,C050,2025-06-09,Referral,Shortlisted
A1629,S082,C031,2025-04-26,Naukri,Applied
A1630,S226,C040,2025-07-17,Company Website,Selected
A1631,S002,C085,2025-07-11,Naukri,Shortlisted
A1632,S459,C018,2025-12-10,Naukri,Applied
A1633,S173,C019,2025-03-15,Naukri,Rejected
A1634,S203,C035,2025-02-26,Naukri,Rejected
A1635,S191,C043,2025-08-05,Naukri,Interview
A1636,S415,C001,2025-05-14,Naukri,Rejected
A1637,S494,C066,2025-12-28,Internshala,Applied
A1638,S331,C037,2025-04-17,Internshala,Rejected
A1639,S274,C048,2025-11-18,Internshala,Selected
A1640,S264,C060,2025-08-28,LinkedIn,Interview
A1641,S154,C036,2025-12-09,LinkedIn,Interview
A1642,S420,C020,2025-08-30,LinkedIn,Rejected
A1643,S410,C095,2025-08-06,Company Website,Selected
A1644,S367,C018,2025-01-14,Company Website,Applied
A1645,S183,C077,2025-06-17,Internshala,Rejected
A1646,S065,C017,2025-02-28,LinkedIn,Applied
A1647,S149,C080,2025-12-01,LinkedIn,Selected
A1648,S036,C042,2025-03-23,LinkedIn,Selected
A1649,S128,C011,2025-12-25,Company Website,Interview
A1650,S485,C003,2025-08-26,LinkedIn,Applied
A1651,S368,C003,2025-10-24,LinkedIn,Applied
A1652,S020,C064,2025-08-06,Referral,Rejected
A1653,S360,C036,2025-02-12,Internshala,Applied
A1654,S295,C075,2025-09-01,Company Website,Applied
A1655,S417,C054,2025-07-24,Referral,Selected
A1656,S272,C046,2025-01-20,Naukri,Rejected
A1657,S236,C090,2025-04-15,Company Website,Shortlisted
A1658,S155,C053,2025-06-30,LinkedIn,Shortlisted
A1659,S216,C076,2025-06-18,Naukri,Rejected
A1660,S228,C093,2025-05-19,Internshala,Rejected
A1661,S255,C063,2025-10-13,Internshala,Selected
A1662,S118,C085,2025-08-07,Naukri,Selected
A1663,S411,C068,2025-01-13,Company Website,Applied
A1664,S007,C097,2025-01-30,Naukri,Rejected
A1665,S399,C050,2025-08-26,Company Website,Selected
A1666,S421,C021,2025-12-24,Company Website,Applied
A1667,S343,C084,2025-08-06,LinkedIn,Rejected
A1668,S370,C022,2025-08-07,Referral,Selected
A1669,S408,C057,2025-03-01,Naukri,Shortlisted
A1670,S270,C060,2025-10-08,Naukri,Applied
A1671,S286,C012,2025-03-28,Internshala,Interview
A1672,S390,C053,2025-05-29,Company Website,Interview
A1673,S375,C023,2025-03-23,Naukri,Interview
A1674,S414,C041,2025-07-10,Internshala,Shortlisted
A1675,S010,C095,2025-05-11,Internshala,Interview
A1676,S129,C025,2025-10-01,Internshala,Shortlisted
A1677,S258,C094,2025-08-29,Naukri,Applied
A1678,S435,C031,2025-04-29,Company Website,Shortlisted
A1679,S206,C097,2025-08-02,Naukri,Applied
A1680,S343,C039,2025-11-24,Referral,Shortlisted
A1681,S057,C088,2025-02-15,Naukri,Rejected
A1682,S362,C089,2025-07-21,Company Website,Rejected
A1683,S263,C074,2025-08-01,Internshala,Shortlisted
A1684,S382,C020,2025-04-26,LinkedIn,Interview
A1685,S153,C093,2025-11-12,Internshala,Selected
A1686,S457,C090,2025-12-22,Naukri,Applied
A1687,S462,C075,2026-01-01,Internshala,Shortlisted
A1688,S310,C025,2025-06-22,Company Website,Interview
A1689,S270,C054,2025-03-22,Internshala,Shortlisted
A1690,S075,C015,2025-01-24,Company Website,Shortlisted
A1691,S296,C007,2025-02-05,Internshala,Selected
A1692,S213,C019,2025-03-23,LinkedIn,Interview
A1693,S424,C030,2025-12-22,LinkedIn,Interview
A1694,S055,C028,2025-01-21,Naukri,Applied
A1695,S117,C036,2025-02-09,LinkedIn,Interview
A1696,S321,C060,2025-08-23,Company Website,Selected
A1697,S439,C037,2025-07-11,Internshala,Applied
A1698,S312,C053,2025-11-03,LinkedIn,Rejected
A1699,S162,C004,2025-02-14,Referral,Interview
A1700,S305,C072,2025-01-19,LinkedIn,Shortlisted
A1701,S110,C090,2025-06-04,Referral,Rejected
A1702,S386,C047,2025-09-25,Internshala,Interview
A1703,S392,C032,2025-11-27,Referral,Rejected
A1704,S187,C018,2025-08-10,LinkedIn,Selected
A1705,S092,C064,2025-10-09,Referral,Interview
A1706,S148,C021,2025-06-24,Internshala,Interview
A1707,S223,C043,2025-02-26,Company Website,Rejected
A1708,S147,C069,2025-11-03,Naukri,Shortlisted
A1709,S369,C023,2025-05-22,Referral,Interview
A1710,S483,C008,2025-02-01,Internshala,Interview
A1711,S161,C083,2025-12-08,Company Website,Shortlisted
A1712,S490,C019,2025-03-08,Internshala,Applied
A1713,S234,C022,2025-08-09,Company Website,Interview
A1714,S328,C038,2025-09-07,Referral,Shortlisted
A1715,S429,C019,2025-01-12,Company Website,Interview
A1716,S198,C037,2025-09-29,Referral,Shortlisted
A1717,S353,C076,2025-08-03,Internshala,Applied
A1718,S279,C028,2025-01-05,Referral,Shortlisted
A1719,S145,C056,2025-06-28,LinkedIn,Shortlisted
A1720,S435,C067,2025-09-24,Company Website,Shortlisted
A1721,S126,C077,2025-04-29,Company Website,Shortlisted
A1722,S179,C079,2025-03-11,Naukri,Rejected
A1723,S075,C026,2025-07-03,LinkedIn,Applied
A1724,S421,C041,2025-11-23,LinkedIn,Shortlisted
A1725,S168,C019,2025-06-13,Internshala,Shortlisted
A1726,S186,C073,2025-11-24,Company Website,Rejected
A1727,S466,C062,2025-12-17,LinkedIn,Interview
A1728,S218,C050,2025-08-19,Naukri,Shortlisted
A1729,S310,C044,2025-12-24,Internshala,Applied
A1730,S267,C053,2025-10-21,LinkedIn,Selected
A1731,S365,C013,2025-12-24,LinkedIn,Interview
A1732,S224,C007,2025-09-14,Referral,Selected
A1733,S431,C022,2025-07-10,LinkedIn,Interview
A1734,S144,C049,2025-06-29,LinkedIn,Applied
A1735,S122,C053,2025-03-30,LinkedIn,Shortlisted
A1736,S419,C001,2025-04-04,Internshala,Rejected
A1737,S087,C061,2025-12-10,Naukri,Shortlisted
A1738,S309,C088,2025-06-08,Referral,Shortlisted
A1739,S489,C048,2025-07-17,LinkedIn,Rejected
A1740,S096,C005,2025-01-22,Internshala,Rejected
A1741,S286,C068,2025-05-31,Company Website,Rejected
A1742,S029,C079,2025-06-29,LinkedIn,Applied
A1743,S354,C008,2025-01-01,Internshala,Selected
A1744,S341,C054,2025-01-12,Company Website,Applied
A1745,S163,C071,2025-01-07,Company Website,Rejected
A1746,S039,C002,2025-05-21,Company Website,Interview
A1747,S239,C086,2025-05-02,LinkedIn,Applied
A1748,S099,C096,2025-05-21,Naukri,Rejected
A1749,S175,C089,2025-10-07,LinkedIn,Rejected
A1750,S039,C030,2025-09-06,Company Website,Applied
A1751,S362,C047,2025-02-08,LinkedIn,Rejected
A1752,S134,C018,2025-08-17,Internshala,Selected
A1753,S049,C064,2025-01-01,Naukri,Applied
A1754,S357,C057,2025-02-06,LinkedIn,Rejected
A1755,S175,C081,2025-01-02,Internshala,Selected
A1756,S137,C082,2025-03-19,Internshala,Applied
A1757,S020,C098,2025-04-20,Internshala,Shortlisted
A1758,S364,C098,2025-12-08,Company Website,Rejected
A1759,S326,C065,2025-11-17,Internshala,Rejected
A1760,S120,C064,2025-03-23,Naukri,Applied
A1761,S219,C092,2025-02-02,Internshala,Selected
A1762,S253,C096,2025-09-15,Internshala,Selected
A1763,S478,C006,2025-01-24,Naukri,Selected
A1764,S050,C085,2025-01-09,Internshala,Applied
A1765,S100,C061,2025-12-13,Company Website,Shortlisted
A1766,S275,C046,2025-09-03,Naukri,Applied
A1767,S009,C093,2025-08-22,Referral,Applied
A1768,S337,C056,2025-05-05,LinkedIn,Selected
A1769,S463,C044,2025-08-03,Company Website,Selected
A1770,S169,C066,2025-08-13,Company Website,Shortlisted
A1771,S212,C018,2025-09-23,Company Website,Rejected
A1772,S321,C018,2025-11-07,Internshala,Applied
A1773,S455,C053,2025-05-21,Referral,Shortlisted
A1774,S209,C042,2025-07-08,Internshala,Selected
A1775,S342,C063,2025-10-12,Company Website,Interview
A1776,S311,C020,2025-07-26,LinkedIn,Shortlisted
A1777,S355,C066,2025-11-15,Referral,Applied
A1778,S281,C007,2025-09-06,LinkedIn,Rejected
A1779,S123,C010,2025-05-18,Company Website,Interview
A1780,S153,C026,2025-01-12,Naukri,Selected
A1781,S190,C094,2025-09-22,Company Website,Applied
A1782,S468,C058,2025-06-16,Naukri,Interview
A1783,S412,C026,2025-01-09,Internshala,Rejected
A1784,S046,C001,2025-05-04,Company Website,Applied
A1785,S281,C062,2025-06-02,Naukri,Rejected
A1786,S500,C023,2025-04-28,Internshala,Selected
A1787,S042,C088,2025-11-21,Referral,Selected
A1788,S057,C081,2025-12-11,Internshala,Selected
A1789,S363,C053,2025-10-14,Referral,Shortlisted
A1790,S358,C089,2025-02-21,Internshala,Selected
A1791,S344,C009,2025-03-24,Referral,Applied
A1792,S473,C072,2026-01-01,Referral,Selected
A1793,S276,C039,2025-04-12,LinkedIn,Applied
A1794,S443,C038,2025-06-28,LinkedIn,Interview
A1795,S283,C012,2025-05-15,Internshala,Applied
A1796,S027,C028,2025-05-10,Internshala,Rejected
A1797,S372,C049,2025-04-09,Naukri,Interview
A1798,S264,C065,2025-02-01,LinkedIn,Selected
A1799,S128,C058,2025-07-06,Naukri,Applied
A1800,S076,C054,2025-08-24,Company Website,Rejected
A1801,S411,C039,2025-03-16,Naukri,Interview
A1802,S431,C049,2025-12-29,Internshala,Interview
A1803,S442,C080,2025-11-09,Naukri,Shortlisted
A1804,S467,C063,2025-05-16,Referral,Applied
A1805,S360,C062,2025-12-24,Internshala,Selected
A1806,S352,C008,2025-08-26,LinkedIn,Applied
A1807,S162,C036,2025-03-17,Referral,Interview
A1808,S068,C047,2025-12-25,Internshala,Shortlisted
A1809,S344,C099,2025-03-05,Naukri,Interview
A1810,S138,C044,2025-07-25,LinkedIn,Shortlisted
A1811,S045,C035,2025-03-06,Company Website,Interview
A1812,S038,C032,2025-11-18,Company Website,Applied
A1813,S225,C029,2025-11-08,Company Website,Interview
A1814,S153,C020,2025-06-26,LinkedIn,Shortlisted
A1815,S319,C019,2025-07-01,Referral,Selected
A1816,S162,C060,2025-10-22,Naukri,Interview
A1817,S140,C094,2025-03-20,Referral,Selected
A1818,S069,C081,2025-03-23,Company Website,Interview
A1819,S253,C017,2025-08-22,Internshala,Rejected
A1820,S329,C031,2025-10-09,Internshala,Rejected
A1821,S486,C008,2025-02-14,Internshala,Shortlisted
A1822,S069,C055,2025-12-16,Internshala,Shortlisted
A1823,S008,C087,2025-09-25,LinkedIn,Applied
A1824,S415,C011,2025-06-12,Naukri,Interview
A1825,S026,C074,2025-12-10,Naukri,Interview
A1826,S419,C038,2025-04-18,Company Website,Selected
A1827,S439,C008,2025-08-19,Referral,Applied
A1828,S067,C092,2025-11-17,Naukri,Shortlisted
A1829,S206,C073,2025-08-16,LinkedIn,Selected
A1830,S044,C074,2025-01-19,LinkedIn,Applied
A1831,S038,C006,2025-02-20,Internshala,Shortlisted
A1832,S231,C055,2025-04-13,Internshala,Rejected
A1833,S335,C024,2025-07-18,Referral,Shortlisted
A1834,S161,C026,2025-08-20,LinkedIn,Shortlisted
A1835,S198,C023,2025-05-03,LinkedIn,Interview
A1836,S066,C089,2025-03-27,Naukri,Applied
A1837,S102,C015,2025-03-14,Company Website,Shortlisted
A1838,S079,C058,2025-04-06,Internshala,Rejected
A1839,S164,C075,2025-12-10,Referral,Selected
A1840,S359,C007,2025-02-11,Internshala,Selected
A1841,S019,C030,2025-05-31,Referral,Applied
A1842,S187,C076,2025-10-12,Internshala,Shortlisted
A1843,S136,C095,2025-12-11,LinkedIn,Applied
A1844,S253,C009,2025-08-23,LinkedIn,Interview
A1845,S416,C098,2025-08-03,Referral,Selected
A1846,S031,C009,2025-12-19,Company Website,Applied
A1847,S421,C020,2025-06-28,LinkedIn,Applied
A1848,S211,C051,2025-07-12,Internshala,Applied
A1849,S223,C046,2025-10-07,Company Website,Interview
A1850,S233,C070,2025-03-23,Internshala,Shortlisted
A1851,S376,C041,2025-11-06,LinkedIn,Rejected
A1852,S268,C084,2025-11-18,LinkedIn,Selected
A1853,S483,C016,2025-09-03,LinkedIn,Applied
A1854,S103,C018,2025-09-26,LinkedIn,Interview
A1855,S251,C097,2025-02-28,Referral,Shortlisted
A1856,S345,C077,2025-06-16,Naukri,Rejected
A1857,S312,C092,2025-12-06,Internshala,Rejected
A1858,S294,C068,2025-11-04,Referral,Shortlisted
A1859,S118,C063,2025-05-31,Internshala,Applied
A1860,S025,C073,2025-07-02,Naukri,Applied
A1861,S138,C090,2025-11-13,Referral,Shortlisted
A1862,S489,C049,2025-04-24,Naukri,Applied
A1863,S261,C034,2025-01-21,LinkedIn,Shortlisted
A1864,S455,C037,2025-11-28,LinkedIn,Shortlisted
A1865,S483,C022,2025-09-25,Referral,Interview
A1866,S155,C063,2025-12-14,LinkedIn,Interview
A1867,S021,C042,2025-10-22,LinkedIn,Interview
A1868,S184,C039,2025-03-22,LinkedIn,Rejected
A1869,S046,C079,2025-08-27,Internshala,Applied
A1870,S171,C074,2025-10-26,Referral,Applied
A1871,S058,C060,2025-07-23,Naukri,Applied
A1872,S131,C096,2025-01-19,Naukri,Shortlisted
A1873,S162,C059,2025-06-27,Internshala,Applied
A1874,S168,C087,2025-04-20,Internshala,Applied
A1875,S201,C057,2025-02-12,LinkedIn,Shortlisted
A1876,S067,C094,2025-11-09,LinkedIn,Rejected
A1877,S408,C084,2025-01-07,LinkedIn,Interview
A1878,S275,C073,2025-11-21,LinkedIn,Interview
A1879,S356,C074,2025-03-06,Company Website,Interview
A1880,S444,C041,2025-03-16,Referral,Interview
A1881,S262,C093,2025-04-24,Naukri,Applied
A1882,S375,C054,2025-05-03,Company Website,Applied
A1883,S007,C093,2025-11-09,Company Website,Shortlisted
A1884,S269,C052,2025-08-18,Company Website,Rejected
A1885,S176,C024,2025-12-20,LinkedIn,Applied
A1886,S098,C009,2025-10-12,Naukri,Interview
A1887,S269,C043,2025-06-11,Company Website,Interview
A1888,S244,C022,2025-06-11,Company Website,Applied
A1889,S063,C033,2025-06-29,LinkedIn,Applied
A1890,S137,C083,2025-07-29,Referral,Selected
A1891,S365,C002,2025-04-16,Company Website,Applied
A1892,S479,C008,2025-05-13,LinkedIn,Selected
A1893,S036,C070,2025-12-31,Referral,Selected
A1894,S216,C066,2025-08-12,Referral,Selected
A1895,S176,C087,2025-09-02,Internshala,Shortlisted
A1896,S203,C068,2025-06-10,LinkedIn,Shortlisted
A1897,S219,C069,2025-04-11,Referral,Shortlisted
A1898,S253,C087,2025-03-04,Referral,Rejected
A1899,S318,C062,2025-05-16,Internshala,Shortlisted
A1900,S106,C074,2025-06-24,Company Website,Rejected
A1901,S122,C097,2025-10-04,Internshala,Shortlisted
A1902,S296,C099,2025-10-07,LinkedIn,Interview
A1903,S336,C038,2025-08-20,Naukri,Applied
A1904,S181,C023,2025-06-02,Naukri,Applied
A1905,S027,C045,2025-09-17,Referral,Selected
A1906,S197,C082,2025-12-11,Referral,Applied
A1907,S041,C098,2025-10-10,Referral,Interview
A1908,S309,C031,2025-07-10,Referral,Applied
A1909,S094,C096,2025-12-12,Naukri,Applied
A1910,S028,C028,2025-09-11,Company Website,Applied
A1911,S065,C001,2025-05-28,Naukri,Selected
A1912,S450,C009,2025-12-07,Internshala,Rejected
A1913,S007,C100,2025-10-16,Referral,Applied
A1914,S230,C030,2025-12-28,Referral,Rejected
A1915,S230,C051,2025-04-12,Company Website,Interview
A1916,S407,C089,2025-10-10,Referral,Applied
A1917,S375,C042,2025-12-13,Naukri,Shortlisted
A1918,S339,C068,2025-02-21,Naukri,Selected
A1919,S069,C042,2025-08-10,LinkedIn,Interview
A1920,S002,C097,2025-05-01,Naukri,Shortlisted
A1921,S111,C007,2025-08-25,Company Website,Interview
A1922,S184,C042,2025-10-03,Company Website,Rejected
A1923,S143,C086,2025-06-18,Referral,Rejected
A1924,S359,C051,2025-06-03,Internshala,Shortlisted
A1925,S215,C026,2025-07-23,Company Website,Shortlisted
A1926,S299,C073,2025-08-10,Company Website,Interview
A1927,S053,C089,2025-02-03,Referral,Rejected
A1928,S017,C044,2025-07-10,Referral,Interview
A1929,S143,C088,2025-02-06,Referral,Interview
A1930,S266,C026,2025-02-27,LinkedIn,Selected
A1931,S173,C097,2025-07-02,Referral,Shortlisted
A1932,S471,C086,2025-07-04,Internshala,Interview
A1933,S012,C085,2025-12-12,Company Website,Applied
A1934,S014,C053,2025-10-20,Referral,Rejected
A1935,S074,C002,2025-04-20,LinkedIn,Selected
A1936,S300,C034,2025-02-25,Referral,Rejected
A1937,S442,C096,2025-02-17,Referral,Interview
A1938,S267,C043,2025-03-21,LinkedIn,Interview
A1939,S268,C023,2025-06-05,Naukri,Interview
A1940,S179,C092,2025-10-24,Naukri,Interview
A1941,S291,C045,2025-10-10,Referral,Applied
A1942,S498,C007,2025-12-26,Internshala,Interview
A1943,S051,C039,2025-06-02,Naukri,Applied
A1944,S283,C002,2025-12-06,Internshala,Interview
A1945,S314,C044,2025-08-18,LinkedIn,Rejected
A1946,S479,C063,2025-02-19,Referral,Interview
A1947,S057,C089,2025-12-18,Referral,Rejected
A1948,S279,C095,2025-02-11,Naukri,Interview
A1949,S315,C042,2025-05-10,LinkedIn,Selected
A1950,S119,C043,2025-02-08,Internshala,Shortlisted
A1951,S497,C027,2025-03-12,LinkedIn,Rejected
A1952,S006,C025,2025-07-08,Internshala,Shortlisted
A1953,S260,C072,2025-08-01,Company Website,Shortlisted
A1954,S228,C070,2025-05-12,Internshala,Shortlisted
A1955,S050,C014,2025-02-19,Internshala,Applied
A1956,S423,C056,2025-05-07,Naukri,Selected
A1957,S335,C052,2025-02-22,LinkedIn,Rejected
A1958,S210,C006,2025-12-16,Naukri,Selected
A1959,S395,C066,2025-10-13,Company Website,Rejected
A1960,S257,C059,2025-05-12,Company Website,Interview
A1961,S349,C089,2025-05-30,Naukri,Applied
A1962,S208,C006,2025-10-13,Internshala,Rejected
A1963,S183,C017,2025-10-16,Company Website,Shortlisted
A1964,S014,C092,2025-08-16,Naukri,Selected
A1965,S432,C052,2025-12-03,Referral,Interview
A1966,S269,C092,2025-08-21,Referral,Selected
A1967,S079,C058,2025-11-03,Internshala,Applied
A1968,S071,C080,2025-06-21,Company Website,Interview
A1969,S400,C098,2025-12-01,LinkedIn,Interview
A1970,S234,C014,2025-12-17,Internshala,Applied
A1971,S421,C092,2025-09-06,Referral,Selected
A1972,S382,C058,2025-08-30,LinkedIn,Rejected
A1973,S499,C037,2025-11-21,Company Website,Rejected
A1974,S326,C080,2025-01-19,Referral,Interview
A1975,S440,C082,2025-09-19,LinkedIn,Interview
A1976,S263,C003,2025-07-21,Referral,Rejected
A1977,S026,C020,2025-11-16,Company Website,Rejected
A1978,S110,C010,2025-09-01,Company Website,Applied
A1979,S204,C029,2025-07-08,Referral,Selected
A1980,S236,C029,2025-07-12,LinkedIn,Shortlisted
A1981,S110,C048,2025-10-24,LinkedIn,Applied
A1982,S232,C090,2025-05-03,LinkedIn,Selected
A1983,S448,C060,2025-06-05,Internshala,Shortlisted
A1984,S387,C070,2025-05-27,Internshala,Shortlisted
A1985,S064,C042,2025-01-30,Company Website,Selected
A1986,S102,C002,2025-07-15,Company Website,Applied
A1987,S428,C025,2025-05-30,Internshala,Interview
A1988,S088,C097,2025-11-07,LinkedIn,Shortlisted
A1989,S428,C007,2025-10-07,Referral,Interview
A1990,S490,C089,2025-09-17,Internshala,Applied
A1991,S217,C085,2025-03-12,Company Website,Selected
A1992,S482,C073,2025-08-06,Company Website,Applied
A1993,S333,C013,2025-02-01,Naukri,Selected
A1994,S011,C002,2025-12-27,LinkedIn,Selected
A1995,S236,C009,2025-03-21,LinkedIn,Shortlisted
A1996,S200,C008,2025-03-20,Referral,Selected
A1997,S294,C088,2025-10-16,Internshala,Applied
A1998,S487,C009,2025-02-22,Referral,Applied
A1999,S385,C028,2025-11-01,LinkedIn,Shortlisted
A2000,S239,C085,2025-03-07,Naukri,Shortlisted
A2001,S390,C004,2025-11-08,LinkedIn,Rejected
A2002,S005,C033,2025-12-12,Company Website,Interview
A2003,S468,C009,2025-10-26,Naukri,Rejected
A2004,S303,C057,2025-06-23,Company Website,Selected
A2005,S109,C006,2025-05-12,Naukri,Interview
A2006,S176,C007,2025-04-11,Internshala,Rejected
A2007,S164,C079,2025-06-22,Referral,Interview
A2008,S097,C045,2025-05-20,Company Website,Shortlisted
A2009,S432,C059,2025-01-29,LinkedIn,Selected
A2010,S490,C019,2025-06-10,LinkedIn,Selected
A2011,S096,C079,2025-11-07,Referral,Interview
A2012,S442,C077,2025-01-17,Company Website,Selected
A2013,S445,C078,2025-06-15,Referral,Applied
A2014,S339,C092,2025-11-29,Naukri,Applied
A2015,S473,C005,2025-10-15,Internshala,Rejected
A2016,S483,C072,2025-02-13,Naukri,Selected
A2017,S327,C082,2025-07-24,LinkedIn,Interview
A2018,S375,C027,2025-11-16,LinkedIn,Applied
A2019,S150,C084,2025-08-05,Referral,Shortlisted
A2020,S131,C060,2025-05-03,Company Website,Shortlisted
A2021,S466,C044,2025-09-30,Internshala,Interview
A2022,S164,C098,2025-07-27,LinkedIn,Applied
A2023,S098,C099,2025-05-02,Internshala,Selected
A2024,S033,C037,2025-10-11,LinkedIn,Shortlisted
A2025,S206,C001,2025-08-25,Referral,Selected
A2026,S098,C034,2025-02-26,LinkedIn,Interview
A2027,S327,C041,2025-09-18,Naukri,Interview
A2028,S490,C055,2025-12-23,Referral,Applied
A2029,S071,C082,2025-12-19,Referral,Applied
A2030,S073,C075,2025-07-16,LinkedIn,Shortlisted
A2031,S124,C027,2025-04-14,Referral,Interview
A2032,S318,C044,2025-02-13,Company Website,Interview
A2033,S480,C047,2025-01-03,LinkedIn,Applied
A2034,S234,C052,2025-07-22,Referral,Selected
A2035,S208,C048,2025-09-11,Company Website,Selected
A2036,S018,C054,2025-09-28,LinkedIn,Interview
A2037,S164,C007,2025-06-01,LinkedIn,Shortlisted
A2038,S098,C009,2025-09-26,Internshala,Rejected
A2039,S076,C024,2025-12-13,Internshala,Applied
A2040,S157,C013,2025-07-12,Company Website,Applied
A2041,S499,C024,2025-09-09,LinkedIn,Rejected
A2042,S209,C029,2025-08-12,LinkedIn,Applied
A2043,S389,C016,2025-12-26,Company Website,Interview
A2044,S347,C009,2025-10-26,Referral,Shortlisted
A2045,S411,C002,2025-12-04,LinkedIn,Applied
A2046,S462,C082,2025-01-24,Naukri,Interview
A2047,S063,C007,2025-12-31,Naukri,Interview
A2048,S413,C070,2025-03-24,Referral,Shortlisted
A2049,S252,C064,2025-09-12,Referral,Rejected
A2050,S327,C019,2025-09-20,Referral,Rejected
A2051,S055,C075,2025-03-10,LinkedIn,Shortlisted
A2052,S252,C088,2025-11-27,LinkedIn,Interview
A2053,S046,C011,2025-10-22,Naukri,Applied
A2054,S127,C010,2025-04-24,Internshala,Selected
A2055,S338,C095,2025-06-25,LinkedIn,Rejected
A2056,S132,C011,2025-07-28,LinkedIn,Selected
A2057,S414,C096,2025-02-25,LinkedIn,Applied
A2058,S407,C070,2025-09-26,LinkedIn,Interview
A2059,S028,C007,2025-01-17,Internshala,Selected
A2060,S187,C072,2025-06-19,Company Website,Applied
A2061,S004,C001,2025-04-09,LinkedIn,Applied
A2062,S133,C047,2025-12-13,Referral,Selected
A2063,S076,C083,2025-11-13,Company Website,Rejected
A2064,S353,C097,2025-08-17,Company Website,Selected
A2065,S325,C098,2025-03-08,Company Website,Interview
A2066,S297,C100,2025-09-22,Referral,Shortlisted
A2067,S134,C017,2025-02-19,LinkedIn,Rejected
A2068,S386,C018,2025-11-04,Internshala,Applied
A2069,S372,C018,2025-08-17,Referral,Interview
